,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Nelson_EFN_genuslevel,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium
896,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_monanthes,No,0,NA,"Nelson et al., 2018",,,,NA,,,
897,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_montanum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
898,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_musifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
899,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_myriophyllum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
900,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_neolaserpitiifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
901,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nidiforme,No,0,NA,"Nelson et al., 2018",,,,NA,,,
902,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nidus,No,0,NA,"Nelson et al., 2018",,,,NA,,,
903,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nigrescens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
904,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nigripes,No,0,NA,"Nelson et al., 2018",,,,NA,,,
905,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nitens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
906,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_nitidum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
907,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_normale,No,0,NA,"Nelson et al., 2018",,,,NA,,,
908,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_normaloides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
909,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_novoguineense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
910,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_oblongifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
911,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_obovatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
912,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_obtusatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
913,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_octoploideum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
914,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_oldhami,No,0,NA,"Nelson et al., 2018",,,,NA,,,
915,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_oligolepidum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
916,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_oligophlebium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
917,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_onopteris,No,0,NA,"Nelson et al., 2018",,,,NA,,,
918,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pachychlamys,No,0,NA,"Nelson et al., 2018",,,,NA,,,
919,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_paleaceum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
920,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_palmeri,No,0,NA,"Nelson et al., 2018",,,,NA,,,
921,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_parvifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
922,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_paucivenosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
923,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pauperequitum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
924,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pearcei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
925,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pellucidum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
926,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_peruvianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
927,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_petiolulatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
928,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_petrarchae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
929,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_phillipsianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
930,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_phyllitidis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
931,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pifongiae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
932,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_platyneuron,No,0,NA,"Nelson et al., 2018",,,,NA,,,
933,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pleurosorum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
934,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_polyodon,No,0,NA,"Nelson et al., 2018",,,,NA,,,
935,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_polyphyllum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
936,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_praegracile,No,0,NA,"Nelson et al., 2018",,,,NA,,,
937,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_praemorsum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
938,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_preussii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
939,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_prolongatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
940,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_protensum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
941,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_protomajoricum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
942,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pseuderectum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
943,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pseudolaserpitiifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
944,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pseudopraemorsum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
945,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pteridoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
946,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pteropus,No,0,NA,"Nelson et al., 2018",,,,NA,,,
947,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pulcherrimum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
948,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_pumilum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
949,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_punjabense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
950,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_quaylei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
951,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_radicans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
952,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_resiliens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
953,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_rhizophyllum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
954,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_richardii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
955,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_ritoense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
956,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_ruprechtii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
957,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_ruta-muraria,No,0,NA,"Nelson et al., 2018",,,,NA,,,
958,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_rutaceum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
959,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_rutifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
960,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sagittatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
961,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_salicifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
962,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sampsonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
963,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sancti-christofori,No,0,NA,"Nelson et al., 2018",,,,NA,,,
964,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sandersonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
965,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sarelii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
966,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_saxicola,No,0,NA,"Nelson et al., 2018",,,,NA,,,
967,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_scalare,No,0,NA,"Nelson et al., 2018",,,,NA,,,
968,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_scandens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
969,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_schizophyllum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
970,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_scleroprium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
971,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_scolopendrium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
972,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_scortechinii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
973,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_seelosii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
974,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_septentrionale,No,0,NA,"Nelson et al., 2018",,,,NA,,,
975,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_serra,No,0,NA,"Nelson et al., 2018",,,,NA,,,
976,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_serratifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
977,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_serratum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
978,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_serricula,No,0,NA,"Nelson et al., 2018",,,,NA,,,
979,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sessilifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
980,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_setisectum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
981,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_setoi,No,0,NA,"Nelson et al., 2018",,,,NA,,,
982,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_shikokianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
983,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_shimurae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
984,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_shuttleworthianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
985,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_simaoense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
986,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_simii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
987,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_simplicifrons,No,0,NA,"Nelson et al., 2018",,,,NA,,,
988,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_smedsii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
989,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_soleirolioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
990,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_speluncae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
991,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sphenotomum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
992,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_splendens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
993,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_stenolobum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
994,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_stoloniferum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
995,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_stuebelianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
996,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_subcrenatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
997,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_subemarginatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
998,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_subflexuosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
999,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_subglandulosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1000,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sublaserpitiifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1001,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_sulcatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1002,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_surrogatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1003,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_tenerrimum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1004,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_tenerum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1005,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_tenuifolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1006,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_theciferum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1007,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_thunbergii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1008,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_trapezoideum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1009,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_tricholepis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1010,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_trichomanes,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1011,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_trigonopterum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1012,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_triphyllum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1013,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_tripteropus,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1014,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_uiryeongse,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1015,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_uniseriale,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1016,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_unisorum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1017,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_variabile,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1018,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_vespertinum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1019,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_vieillardii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1020,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_viride,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1021,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_vittaeforme,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1022,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_volkensii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1023,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_vulcanicum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1024,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_wilfordii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1025,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_wrightii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1026,Aspleniaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Asplenium,Asplenium_yoshinagae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1027,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Astrolepis,Astrolepis_cochisensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1028,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Astrolepis,Astrolepis_crassifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1029,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Astrolepis,Astrolepis_deltoidea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1030,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Astrolepis,Astrolepis_integerrima,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1031,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Astrolepis,Astrolepis_laevis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1032,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Astrolepis,Astrolepis_obscura,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1033,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Astrolepis,Astrolepis_sinuata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1034,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Astrolepis,Astrolepis_windhamii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1035,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_akiense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1036,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_amoenum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1037,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_anisopterum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1038,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_araiostegioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1039,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_arcuatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1040,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_arisanense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1041,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_asplenioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1042,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_atkinsonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1043,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_attenuatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1044,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_biserrulatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1045,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_bourgaei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1046,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_brevifrons,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1047,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_chingianum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1048,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_christensenii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1049,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_clarkei,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1050,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_clemensiae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1051,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_clivicola,No,0,NA,"Nelson et al., 2018",,,,NA,,,
1052,Athyriaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Athyrium,Athyrium_cryptogrammoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
